2025-12-02 20:27:37 | INFO     | ======================================================================
2025-12-02 20:27:37 | INFO     | MOB HUNTER v3.0 - CENTER-OUT + BINARY HEALTH
2025-12-02 20:27:37 | INFO     | ======================================================================
2025-12-02 20:27:37 | INFO     | Log directory: logs/session_20251202_202737
2025-12-02 20:27:37 | INFO     | Screen: 1920x1080
2025-12-02 20:27:37 | INFO     | Strategy: Attack closest to center first
2025-12-02 20:27:37 | INFO     | Health: Binary (ALIVE/DEAD) detection
2025-12-02 20:27:37 | INFO     | Pet Filter: Via nameplate class detection
2025-12-02 20:27:37 | INFO     | ======================================================================
2025-12-02 20:27:37 | INFO     | 
🚀 Bot started! Press Ctrl+C to stop.

2025-12-02 20:27:37 | INFO     | 💡 Controls: CapsLock = Pause/Resume

2025-12-02 20:27:37 | INFO     | 
======================================================================
2025-12-02 20:27:37 | INFO     | CYCLE #1
2025-12-02 20:27:37 | INFO     | ======================================================================
2025-12-02 20:27:37 | DEBUG    |   Threshold 200: Found 484 contours
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(969,1069) size=9x9 aspect=1.00
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 9 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(955,1069) size=12x9 aspect=1.33
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 12 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(566,1069) size=3x9 aspect=0.33
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 3 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(1410,1063) size=1x2 aspect=0.50
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 1 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(509,1063) size=1x2 aspect=0.50
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 1 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(1355,1061) size=2x2 aspect=1.00
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 2 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(1178,1061) size=2x2 aspect=1.00
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 2 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(1142,1061) size=2x2 aspect=1.00
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 2 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(1106,1061) size=2x2 aspect=1.00
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 2 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(1070,1061) size=2x2 aspect=1.00
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 2 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(1034,1061) size=2x2 aspect=1.00
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 2 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(998,1061) size=2x2 aspect=1.00
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 2 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(962,1061) size=2x2 aspect=1.00
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 2 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(926,1061) size=2x2 aspect=1.00
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 2 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(890,1061) size=2x2 aspect=1.00
2025-12-02 20:27:37 | DEBUG    |       ✗ Rejected: width 2 < 30
2025-12-02 20:27:37 | DEBUG    |     Contour: pos=(854,1061) size=2x2 aspect=1.00
